title,data
Thunderball,Adventure Action Thriller paris florida fighter-pilot sanatorium secret-organization nuclear-missile coral-reef bahamas scuba-diving scuba british-secret-service criminal organization obtain nuclear bomb ask 100 million pound ransom form diamond seven day use weapon secret service send James Bond Bahamas save world
Detention,Horror Comedy Science-Fiction high-school murder slasher horror-spoof killer Cinderhella stalk student body high school Grizzly Lake group co ed band survive serve detention
Loose Cannons,Comedy Drama Romance Tommaso young son Cantones large traditional southern italian family operate pasta business 1960 trip home Rome study literature live boyfriend Tommaso decide tell parent truth finally ready come entire family old brother Antonio ruin plan
Set It Off,Drama Action Crime single-parent bank-robber last-chance los-angeles black woman suffer lack money hand majority undertake rob bank initially successful policeman involve shoot woman brother trail woman add loot taste interest begin change suspicion increase way climactic robbery
The Best Man,Drama Comedy harper writer explode mainstream leave girlfriend Robin head New York City serve good man friend Lance wedding reunite rest college circle
Child's Play,Horror Thriller gun birthday voodoo toy stalker murder blood slasher explosion killer doll evil toy-comes-to-life ginger single mother son beloved doll birthday discover possess soul serial killer
Sicko,Documentary bureaucracy usa corruption cuba medicine guantanamo-bay assurance health-care money hospital doctor illness existence Sicko Michael Moore documentary corrupt health care system United States main goal profit mean lose people life people deny health insurance money business model health care provider America
The Purge: Anarchy,Horror Thriller bus assault-rifle sniper machete dystopia psychopath sequel revenge murder survival motorcycle violence one-day masked-man apartment death survival-horror gatling-gun group people try survive Purge Night story intertwine leave strand Purge try survive chaos violence occur
Down to You,Comedy Drama Family Romance lovesickness new-love love-of-one's-life relocation man-woman-relation love college coed New York City Al son celebrity chef Imogen talented artist smitten second lay eye bar road happiness smooth outside force include predatory porn star want lure Al bed threaten pull apart young lover romance chance flourish
Harold & Kumar Go to White Castle,Comedy Adventure brother-brother-relationship amsterdam trip road-trip cannabis marijuana police-chase smoking-marijuana buddy stoner fast-food one-night buddy-comedy munchies crop-circle rich-parents car-siren blood-spurting strange night focus exactly happen Harold roommate Kumar set good stoner fix money buy White Castle hamburger guy crossroad major decision affect course life arrive wisdom accident drive New Jersey search fast food
The Contender,Drama Thriller politics suspense political thriller Laine Hanson nomination confirmation Vice President allegation involve sexual orgy age 19 leak press pressure mount Laine tear fight stick principle refuse comment allegation
Boiler Room,Crime Drama Thriller finances stock-broker investment-firm college dropout job broker suburban investment firm fast track success job legitimate sound
Trading Places,Comedy christmas-tree from-rags-to-riches broker beggar dollar wager fish-out-of-water millionaire commodities investor big-shot hoodlum wrongful-arrest santa-hat snobbish investor wily street con artist find position reverse bet callous millionaire
Black Christmas,Horror Thriller holiday difficult-childhood childhood-memory childhood-trauma psychopath serial-killer murderer christmas-eve christmas-horror escaped maniac return childhood home Christmas Eve sorority house begin murder sorority sister remake 1974 horror movie Black Christmas 1974
Breakin' All the Rules,Comedy Romance best-selling-author inspire fiancée dump man publish break handbook man bestselling author process
Henry V,War Drama History Action Romance shakespeare hero kingdom war based-on-play gritty medieval king-of-england gritty adaption William Shakespeare play English King bloody conquest France
The Savages,Drama father-son-relationship depression parents-kids-relationship brother-sister-relationship professor pflegeheim professor-for-literature son brother daughter alzheimer sister relation pflegen alienation independent-film domestic-violence writer relationship family family-feud father-figure woman-director sister brother face reality familial responsibility begin care ail father
Chasing Papi,Comedy Romance woman-director Playboy Thomas Fuentes far able skate life good look charm duplicitous relationship woman impassione waitress Cici meticulous lawyer Lorena bored socialite Patricia spiral control suffer mental breakdown doctor recommend choose girlfriend choose time discover deception
The Way of the Gun,Action Crime Drama Thriller gunslinger mexico hotel ransom mexican-standoff kidnapping sperm-bank from-rags-to-riches surrogate-mother money gunfight drifter gangster criminal desert millionaire neo-western Parker Longbaugh pair low level petty criminal live grid fund existence unconventional illegal mean want past petty crime vow proverbial big score
Igby Goes Down,Comedy Drama father-son-relationship patenonkel independent-film falling-in-love young man peculiar upbringing render unable competently cope struggle grow
PCU,Comedy mascot beer-keg political-correctness ultimate-frisbee funky-music fund-raiser stage-diving nervous high school senior Tom Lawrence visit Port Chester University taste politically correct college life guide fraternity wild man Droz housemate Pit Droz pal rival nasty preppy Rand McPherson school steely president house threaten expulsion Droz company decide throw rage party faction collide
The Ultimate Gift,Romance Drama Family grandfather-grandson-relationship independent-film wealth inheritance-fight wealthy grandfather finally die Jason Stevens fully expect benefit come reading instead sizable inheritance Jason receive test series task complete money
The Ice Pirates,Action Science-Fiction Comedy rebel space-war water sci-fi-comedy time distant future far precious commodity galaxy water surviving water planet remove unreachable centre galaxy end galactic trade war galaxy rule evil emperor John Carradine preside trade oligarchy control mining sale ice asteroid comet
Gracie,Drama story teenager Gracie Bowen live South Orange New Jersey crazy soccer brother soccer star father Gracie want join brother father nightly practice discourage eld brother Johnny father believe girl play soccer tell tough talented play boy team undeterred Gracie find reserve strength know existed persist change belief capable include face uphill battle fight woman opportunity play competitive soccer beautiful strong person bring family face tragedy
Trust the Man,Comedy Drama Romance independent-film overachieve actress Rebecca Moore come grip fail marriage stay home dad Tom Duchovny Rebecca slacker brother Tobey Billy Crudup commit aspiring novelist girlfriend Elaine Maggie Gyllenhaal relationship spin control couple embark quest rediscover magic romance fall love New York
Hamlet 2,Comedy Music music-teacher musical theatre-milieu high-school latina teacher sweat people bring Little Miss Sunshine Hamlet 2 story Dana Marschz high school drama teacher face cancellation program spoof typical story bring inner city privileged youth succeed offbeat comedy contain hilarious musical finale
Velvet Goldmine,Drama Music gay great-britain narration glam-rock bisexual music-journalism school-uniform  begins-with-text imaginary-band baby-left-on-doorstep fictional-band down-feather 19th-century 1980s decade elapse Bowie esque glam superstar Brian Slade stage death escape spotlight London scene   investigative journalist Arthur Stuart assignment uncover truth enigmatic Slade rise fall   Stuart forge music 1970 explore large life star idol turn new decade
The Wailing,Horror Mystery sex small-town exorcism investigation daughter police possession murder priest curse korea shaman zombie demon rural shrine ghost gluttony korean divination stranger arrive little village soon mysterious sickness start spread policeman draw incident force solve mystery order save daughter
Glee: The Concert Movie,Documentary Music Family concert live-performance duringcreditsstinger concert documentary shot Glee Live Concert summer 2011 tour feature song performance Glee fan life story influence
The Legend of Suriyothai,Drama Foreign History War queen thailand invasion 16th century Thailand contend civil war burmese invasion beautiful princess rise help protect glory Kingdom Ayothaya base life Queen Suriyothai
Two Evil Eyes,Horror Thriller cat photographer nightmare hallucination hypnosis greed alcoholism anthology zombie spirit violence horror-anthology horror segment base Edgar Allan Poe story set city Pittsburgh fact Case M. Valdemar concern cheating wife try scam die husband million doctor hypnotist lover hypnotize geezer sign dough old man die hypnosis stick limbo door physical world open undead attempt enter Black Cat story Rodd Usher alcoholic photographer artist descend madness kill stray cat live girlfriend Annabelle bring home murder lead complex cover begin
Barbecue,Comedy 50th birthday man watch weight health temper life suffer heart attack tell help decide turn page let loose
All or Nothing,Comedy Drama Penny love partner taxi driver Phil run dry gentle philosophical guy work checkout supermarket
Princess Kaiulani,Drama biography historical-figure princess drama based-on-true-story Lush scenery gorgeous photography highlight bio Princess Kaiulani Q'Orianka Kilcher 19th century hawaiian princess raise England determine maintain people independence aggressive american businessman send England child scottish father Kaiulani return Hawaii political activist fight retain throne leave english paramour
Opal Dream,Drama Family Foreign miner australia terminal-illness imaginary-friend independent-film Pobby amp Dingan invisible live opal town Australia friend Kellyanne 9 year old daughter opal miner film tell story bizarre inexplicable disappearance Pobby amp Dingan Kellyanne imaginary friend impact family town story tell eye Kellyanne 11 year old brother Ashmol
Flame & Citron,Crime Drama History War assassin copenhagen resistance repayment world-war-ii traitor double-agent moral-conflict independent-film crime gestapo dishonesty Nazi occupation red headed Bent Faurschou Hviid flame Jørgen Haagen Schmith Citron assassin danish resistance order Winther direct contact Allied leader shoot drive 1944 kill dane Winther order kill Germans target tell Bent Winther use settle private score doubt set complicate Bent relationship mysterious Kitty Selmer double agent circle traitor Bent Jørgen kill über target evade capture survive war heroism naiveté mere hatred
Undiscovered,Comedy Romance independent-film aspiring-singer singer los-angeles group aspire entertainer try establish career city Los Angeles
Red Riding: In the Year of Our Lord 1974,Thriller Mystery Crime Drama Yorkshire 1974 fear mistrust institutionalise police corruption run riot Rookie journalist Eddie Dunford determined search truth increasingly complex maze lie deceit surround police investigation series child abduction   young Clare Kemplay miss Eddie colleague Barry persuade editor let investigate link similar abduction decade   mutilated body find construction site local property magnate Eddie Barry draw deadly world secrecy intimidation shocking revelation police brutality
The Girl on the Train,Drama Romance Girl Train 2009 french drama film direct André Téchiné Jeanne young woman striking quality mother try job office lawyer Bleistein lover year ago Jeanne fail interview fall relationship Franck wrestler dream claim legitimate business partnership Jeanne happy believe Franck arrest turn Jeanne naivety sting seek attention story attack train way
Veronika Decides to Die,Drama Romance new-york sex asylum controversial independent-film psychiatrist treatment woman-director mental frantic suicide attempt Veronika awaken inside mysterious mental asylum supervision unorthodox psychiatrist specialize controversial treatment Veronika learn week live
Crocodile Dundee,Adventure Comedy new-york prostitute hotel journalist culture-clash subway crocodile wilderness knife tourist limousine poacher city australian-outback kangaroo New York reporter pluck crocodile hunter Dundee australian Outback visit Big Apple clash culture recipe good natured comedy naïve Dundee negotiate concrete jungle Dundee prove instinct useful city adeptly handle wily mugger high society snoot break sweat
"Ultramarines: A Warhammer 40,000 Movie",Animation Science-Fiction squad Ultramarines answer distress Imperial Shrine World company Imperial Fists station answer squad investigate find happen
The I Inside,Thriller Mystery Science-Fiction infidelity amnesia paranoia nightmare time puzzle murder suspense memory hospital doctor fear guilt discovery loop Simon Cable wake hospital bed confused disorient soon discover doctor amnesia unable remember year life cable investigate happen slowly piece enigmatic past
Beneath Hill 60,Drama History War true story Australia cat mouse underground warfare misunderstood misrepresented mystify conflict WW I. secret struggle beneath western combine dare engineering technology science surface know brave claustrophobic barbaric work tunneller
Polisse,Drama woman-director daily grind cop Police Department Juvenile Protection Unit taking child molester bust underage pickpocket interrogate abusive parent confront excess teen sexuality enjoy solidarity colleague laugh uncontrollably unthinkable moment know bad exist live cop balance private life reality confront work day Fred group hypersensitive wild card hard time face scrutiny Melissa photographer Ministry Interior assignment document unit
Awake,Thriller Crime Mystery undergo heart surgery man experience phenomenon anesthetic awareness leave awake paralyzed operation obstacle present wife life alter decision wrestle personal drama
Star Wars: Clone Wars: Volume 1,Action Adventure Animation Fantasy Science-Fiction war space-opera clone-troopers saga continue Emmy win Star war Clone war animated micro series direct Genndy Tartakovsky capture George Lucas vision dynamic animate style visual delight age   Star war Clone Wars volume 1 reveal epic adventure bridge story arc Star Wars Episode II attack clone Star Wars Episode III revenge Sith follow valiant Jedi Knights brave soldier Republic clone army battle droid force Separatists lead evil Sith Lord Count Dooku witness battle galactic hero Anakin Skywalker Obi Wan Kenobi way look new menace Episode III General Grevious   Star Wars collection
Skin Trade,Thriller Action Drama martial-arts bangkok human-trafficking muay-thai rogue-cop sex-slavery family kill serbian gangster international interest NYC detective Nick S.E. Asia team Thai detective revenge destroy syndicate human trafficking network
The Lost Boys,Horror Comedy street-gang small-town vampire comic-book boardwalk single amusement-park mother-son-relationship mother teenage son seemingly nice quiet small coastal California town soon find overrun bike gang vampire couple teenage friend hunt vampire suspect mysterious murder restore peace calm town
Crazy Heart,Drama Music Romance taxi country-music journalist guitar bar musician alcoholism independent-film singer memory texan alcoholic drink guilt biscuit reporter Jean Craddock interview Bad Blake alcoholic day country music legend connect hard live crooner possible saving grace life Jean young son leave existence play shadow Tommy upstart kid mentor
The Rose,Drama Music Romance drug rock-band roses Midler rock roll singer Mary Rose Foster know Rose legion fan romantic relationship mental health continuously imperil demand life road
Baggage Claim,Comedy pledge old woman entire family d Montana embark thirty day thirty thousand mile expedition charm potential suitor fiancé
Barbarella,Science-Fiction sexual-fantasy alien-planet distant-future cult-classic female-mercenary far future highly sexual woman task find stop evil Durand Durand way encounter unusual people
Shipwrecked,Adventure Family island ship pirate sailor cabin-boy 19th-century young norwegian boy 1850s England work cabin boy discover shipmate actually pirate
Election,Comedy jealousy infidelity vandalism museum motel graduation scandal ambition politics high-school bias satire party crush independent-film teacher morality trust election overachiever high school teacher personal life complicated work student school election
The Namesake,Drama indian-lead independent-film woman-director American bear Gogol son indian immigrant want fit fellow New Yorkers despite family unwillingness let traditional way
The DUFF,Romance Comedy high-school teenager popularity high-school-student teen-comedy duringcreditsstinger girl-next-door based-on-young-adult-novel Bianca universe turn upside learn high school refer DUFF Designated Ugly Fat Friend hope erase label enlist help charming jock favorite teacher face school mean girl remind DUFF totally fine
Glitter,Drama Romance talent career-woman talent-show movie-star similar Mariah life story Mariah play role young singer eager big star date dj help music business
The Haunting in Connecticut 2: Ghosts of Georgia,Horror Drama Thriller new-home ghost 1990s sequel 2009 mezzo mezzo supernatural horror purport base true story cancer afflict teen start thing new victorian house family
Silmido,Action Drama History prison island korea 31 January 1968 31 north korean commando infiltrate South Korea fail mission assassinate President Park Chung hee revenge south korean military assemble team 31 criminal island Silmido kill Kim Il sung suicide mission redeem honor cancel leave frustrated loosely base military uprising 1970
Bright Star,Drama Romance poet independent-film duringcreditsstinger woman-director 1818 high spirited young Fanny Brawne find increasingly intrigue handsome aloof poet John Keats live door family friend Dilkes read book poetry find draw taciturn Keats agree teach poetry Keats act reciprocate feeling Fanny struggle poet money support wife
My Name Is Khan,Drama Romance bollywood Rizwan Khan Muslim Borivali section Mumbai Asperger syndrome marry hindu single mother Mandira San Francisco 9/11 Rizwan detain authority LAX treat terrorist condition race
All Is Lost,Action Adventure Drama yacht sailor storm-at-sea unconsciousness life-raft container emergency distress very-little-dialogue deep solo voyage Indian Ocean unnamed man Redford wake find 39 foot yacht water collision shipping container leave float high sea navigation equipment radio disable man sail unknowingly path violent storm despite success patch breached hull mariner intuition strength belie age man barely survive temp use sextant nautical map chart progress force rely ocean current carry shipping lane hope hail pass vessel sun unrelenting shark circle meager supply dwindle resourceful sailor soon find stare mortality face
Limbo,Adventure Drama Thriller unconventional narrative interaction group people small town Alaska guard secret
Namastey London,Drama Foreign Romance indian bear Manmohan Malhotra decide locate London England establish return India marry Bebo period 4 year visa live shortly birth Jasmeet Manmohan embarrassed Bebo overly healthy sophisticated result leave home socialize Bebo want Jasmeet end like admit English Medium school encourage mingle caucasian friend result Jasmeet transform jazz stunningly beautiful young woman british look talk habit heart Manmohan plan married indian boy vain friend Parvez Khan similar situation son Imran openly romance caucasian blonde Susan Manmohan decide family tour India
The Wind That Shakes the Barley,Drama History War london-england brother-brother-relationship england civil-war resistance guerrilla irland underground opression traitor mercenary independence british-army dublin irish-civil-war peace weapon irish-republican-army rural-ireland colonialism Set 1920 irish revolution British irish medical student start new job London witness mercenary atrocity British decide join brother IRA fight irish independence
Yeh Jawaani Hai Deewani,Romance Yeh Jawaani Hai Deewani feature polar opposite character point classmate Modern School Naina Talwar Deepika Padukone studious bespectacled young girl second Bunny Ranbir Kapoor carefree young travel host intent break pattern education career wife child retirement eventually death
Quo Vadis,Drama History Romance ancient-rome epic kaiser-nero Set drop Rome crisis General Marcus Vinicius return city battle field fall love christian woman Lygia catch grip insanity Nero atrocity extreme burn Rome lay blame Christians vinicius race save Lygia wrath Nero empire Rome collapse
Repo! The Genetic Opera,Horror Comedy Music Science-Fiction dystopia worldwide epidemic encourage bio tech company launch organ financing program similar nature standard car loan repossession clause killer
Valley of the Wolves: Iraq,Adventure Drama Action intelligence turk soldier gangster iraq-war movie open fictionalize depiction real life incident arrest July 4 2003 11 turkish special force soldier 13 civilian U.S. force 173rd Airborne command Colonel William C. Mayville northern iraqi kurdish town Sulaymaniyah turkish soldier suppose ordinary visit NATO ally time different
Pulp Fiction,Thriller Crime transporter brothel drug-dealer boxer massage stolen-money crime-boss dance-contest junkyard kamikaze ambiguous-ending briefcase redemption heirloom pulp-fiction reference-to-al-green theft brutality burger love hit man philosophical partner drug addle gangster moll wash boxer converge sprawling comedic crime caper adventure unfurl story ingeniously trip forth time
The Muppet Movie,Adventure Comedy Family chicken musical frog puppet fame hollywood gonzo muppet kermit fozzie-bear kermit-the-frog floyd dr-teeth miss-piggy studebaker movie-star aftercreditsstinger Kermit Frog persuade agent Dom DeLuise pursue career Hollywood way Kermit pick Fozzie Bear Miss Piggy Gonzo motley crew Muppets similar aspiration Kermit elude grasp frog leg restaurant magnate
Nightcrawler,Crime Drama Thriller journalism underground tv-station sociopath home-invasion car-chase tv-news employer-employee-relationship ethics stringer Lou Bloom desperate work muscle world L.A. crime journalism blur line observer participant star story aid effort Nina tv news veteran
Club Dread,Comedy Horror island machete beautiful-woman serial-killer murder-hunt serial killer interrupt fun swanky Coconut Pete Coconut Beach Resort hedonistic island paradise swinger club staff stop violence hide
The Sound of Music,Drama Family Music Romance resistance austria world-war-ii musical music-competition salzburg based-on-play classic alps governess convent music-contest novice puppet-show nun-in-love nazi-occupation 1930s Film adaptation classic Rodgers Hammerstein musical base nun governess austrian family
Splash,Comedy Fantasy Romance bachelor mermaid successful businessman fall love girl dream big complication fall hook line sinker mermaid
Little Miss Sunshine,Comedy Drama california brother-sister-relationship wife-husband-relationship family's-daily-life oscar-award highway professor-for-literature beauty-contest beauty-queen-contest road-trip family-relationships family-holiday road-movie woman-director beauty-pageant family load quirky colorful character pile old van road trip California little olive compete beauty pageant
Stand by Me,Crime Drama based-on-novel friendship coming-of-age railroad-track story-within-the-story  flipping-coin campfire-story reference-to-superman normandy-beach child 1950s boys death friend writer recount boyhood journey find body miss boy
28 Days Later,Horror Thriller Science-Fiction london-england manchester-city submachine-gun gas-station survivor daughter zombie virus day killer virus accidentally unleash british research facility small group London survivor catch desperate struggle protect infected carry animal human virus turn infect homicidal maniacs absolutely impossible contain
You Got Served,Drama hip-hop dance-performance dance breakdance musical Mr. Rad Warehouse good hip hop crew Los Angeles compete money respect suburban crew crash party steal dancer war friend pull represent street star hip hop sensation Marques Houston Omari Grandberry Lil Kim comedian Steve Harvey
Escape from Alcatraz,Crime Drama prison based-on-novel island mouse alcatraz biography prison-warden escapee-convict pubic-hair escape-from-prison dummy inmate nude-fight 1960s escape Alcatraz tell story man escape infamous maximum security prison Alcatraz 29 year seemingly impenetrable federal penitentiary house Al Capone Birdman Robert Stroud break man hear
Brown Sugar,Comedy Romance Sidney writer leave L.A. Times music review gig edit New York hip hop magazine XXL Dre executive hip hop record company base New York know meet child discover hip hop time perfect Dre marry lawyer Reese Sidney claim interested Dre romantically Dre grow increasingly restless company focus profit artistry lead sign gimmicky duo Ren ignore talented Chris
A Thin Line Between Love and Hate,Comedy Thriller Crime Romance revenge african-american dating Nightclub manager Darnell Wright perpetual playboy devoted job pursuit beautiful woman set sight ultra classy Brandi Web launch assault win heart ultimately charm lust passion prevail Darnell learn hard way play pay Brandi hard rid especially realize rival vie Darnell affection finally decide quit Brandi obsess femme fatale stalk new love life
50/50,Comedy Drama painter father-son-relationship therapist cancer psychologist best-friend doctor patient vomiting driver's-license chemotherapy therapist-patient-relationship inspire true story comedy center 27 year old guy learn cancer diagnosis subsequent struggle beat disease
Shutter,Horror Mystery Thriller japan suicide photographer honeymoon nightmare ghostbuster ghost-world photography remake revenge road-accident wedding car-accident spirit death ghost hit-by-a-car fashion-model shadow magazine-editor newly married couple discover disturbing ghostly image photograph develop tragic accident fear manifestation connect investigate learn mystery leave unsolved
That Awkward Moment,Comedy Romance male-friendship friendship dating relationship duringcreditsstinger young-adult good pal Jason Daniel indulge casual fling revel carefree unattached life learn marriage friend Mikey gladly welcome circle young man pact fun avoid commitment find involve relationship romance secret
Modern Problems,Comedy jealous harry air traffic controller Max Fielder recently dump girlfriend come contact nuclear waste grant power telekinesis use win gain little revenge
Kicks,Adventure blow-job cigarette-smoking illegal-drugs smoking-weed shoes hard earn kick snatch local hood year old Brandon good friend ill advise mission Bay Area retrieve steal sneaker
Much Ado About Nothing,Drama Comedy Romance shakespeare bachelor new-love rage-and-hate lover wedding intrigue shakespearean farce Hero groom Claudio team Claudio command officer Don Pedro week wedding hatch matchmaking scheme target sharp witte duo Benedick Beatrice tough task consider corresponding distaste love meddle Don John plot ruin wedding
On Her Majesty's Secret Service,Adventure Action Thriller london-england suicide england switzerland secret-identity new-identity honeymoon secret-mission secret-organization secret-lab villain kilt family-history title-of-nobility snow-storm daughter espionage killer british-secret-service skiing alps aftercreditsstinger James Bond track archnemesis Ernst Blofeld mountaintop retreat train army beautiful lethal woman way bond fall italian contessa Tracy Draco marry order close Blofeld locate Blofeld Alps embark classic ski chase
New Nightmare,Horror Thriller Mystery Fantasy fire kidnapping nightmare earthquake insomnia supernatural celebrity mascot alternate-dimension fame hospital hollywood storytelling alternate-reality self-referential reboot film-industry disfigurement sleepwalking meta-film dreams cameos Freddy badder Nancy historical nemesis man satanic snarl pitchfork finger discover new monstrous demon Freddy persona Nancy stop new threat time save son
Drive Me Crazy,Drama Comedy Romance Family high-school prom next-door-neighbor Nicole Chase live door world apart plot scheme date order attract interest jealousy respective romantic prey mist plan gala centennial celebration Nicole Chase find want close think
Akeelah and the Bee,Drama black-people spelling spelling-bee year old Akeelah Anderson life easy father dead mom ignore brother run local gangbanger smart environment threaten strangle aspiration respond threat school principal Akeelah participate spelling bee avoid detention absence surprise embarrassment win principal ask seek coach english professor Dr. Larabee prestigious regional bee possibility way Scripps National Spelling Bee loom Akeelah provide community rally proud overcome insecurity distract home life past Dr. Larabee demon field experienced privileged fellow speller
Half Baked,Comedy Crime smoking company marijuana drug woman-director lovable party bud try bail friend jail guy master plan come dangerously close smoke
New in Town,Comedy minnesota small-town economy plants vegetarian love rural-setting labor manufacturing middle-america rube ice-fishing Lucy Hill ambitious come executive live Miami love shoe love car love climb corporate ladder offer temporary assignment middle restructure manufacturing plant jump opportunity know big promotion close hand begin straight forward assignment life change experience Lucy discover great meaning life unexpectedly man dream
American Psycho,Thriller Drama Crime based-on-novel wall-street psychopath white-collar harvard-business-school child-of-divorce unreliable-narrator woman-director voice-imitation wealthy New York investment banking executive hide alternate psychopathic ego co worker friend escalate deeply illogical gratuitous fantasy
The Good Girl,Drama Comedy Romance suicide sex jealousy dream blackmail lie nudity motel marriage faith drug extramarital-affair store discount store clerk strike affair stock boy consider incarnation Holden Caulfield
Bon Cop Bad Cop,Action Comedy Crime canada police murder killer buddy-cop body executive hockey Benoit Brisset find billboard border Quebec Ontario jurisdiction crime share police force detective David Bouchard Montreal Martin Ward Toronto assign work totally different style attitude language
The Boondock Saints II: All Saints Day,Action Thriller Crime boston sheep friendship sequel revenge ireland skillfully frame unknown enemy murder priest want vigilante MacManus brother Murphy Connor come hiding sheep farm Ireland fight justice Boston
The City of Your Final Destination,Drama based-on-novel uruguay 28 year old Kansas University doctoral student Omar Razaghi win grant write biography latin american writer Jules Gund Omar people close Gund brother widow young mistress authorization write biography write Marisa_Gabriella edit Krystal Frauendienst
Enough Said,Comedy Drama Romance masseuse thanksgiving party romance mother-daughter-relationship dating relationship divorce divorcee woman-director massage-therapist Eva divorced soon nester wonder act meet Marianne embodiment perfect self arm restore outlook middle aged single Eva decide chance new love interest Albert sweet funny like minded man thing complicated Eva discover Albert fact dreaded ex husband Marianne
Easy A,Comedy lie high-school school teen-movie rumor little white lie lose virginity clean cut high school girl life parallel Hester Prynne Scarlet Letter currently study school decide use rumor mill advance social financial standing
The Inkwell,Comedy Drama Romance Inkwell 16 year old boy come age Martha Vineyard summer 1976
Shadow of the Vampire,Drama Horror film-director dracula  nosferatu Director F.W. Murnau John Malkovich faustian pact vampire Willem Dafoe star 1922 film Nosferatu
Prom,Comedy single-parent waitress fountain friendship high-school prom music-fan Prom couple story exactly alike big dance approach Nova Prescott ’ battle find draw guy way perfect prom fellow senior Mei Tyler harbor secret face insecurity anticipation surround high school seminal event
The Pallbearer,Comedy Romance independent-film mistaken-identity aspire architect Tom Thompson tell mysterious Ruth Abernathy good friend bill life Tom meet Bill incredulous friend Tom foolishly agree eulogy Bill funeral set collision course Ruth reveal Bill oversexed mother Julie DeMarco longtime crush Tom teen
Held Up,Comedy vacation Southwest Rae find man Michael spend house money classic car dump hitch ride Vegas flight home kid promptly steal Michael car leave Zip amp Sip convenience store bumble robber promptly stage hold cash strand mysterious crate cop arrive robber store hostage incompetent cop bring SWAT team try book rescue Michael robber calm find crate aid negotiation Rae Stockholm Syndrome assert effect
Woman on Top,Comedy Drama Romance woman-director Set intoxicate rhythm Brazil woman spicy sexy comedy magic food love music Meet Isabella sultry enchantress bear special gift melt palate heart man decide break free rocky marriage stifle kitchen husband restaurant Brazil spirit San Francisco pursuit dream real culinary career
Howards End,Drama Romance based-on-novel sister-sister-relationship empowerment sister turn-of-the-century edwardian-england Merchant Ivory adaptation EM Forster classic 1910 novel star Emma Thompson Helena Bonham Carter Anthony Hopkins Vanessa Redgrave return big screen beautiful new 4 k restoration stunning location photography lavishly detailed set elegant period costume compelling saga follow interwoven fate misfortune family amid change time Edwardian England tell story free spirited cosmopolitan sister Margaret Emma Thompson Helen Schlegel Helena Bonham Carter collide world wealthy ­­ sister benefit acquaintance Wilcoxes owner beloved country home Howards end destroy Anthony Hopkins conservative industrialist Henry Wilcox Vanessa Redgrave ail wife Ruth Wilcox
Anomalisa,Animation Comedy Drama Romance sex depression existentialism man cripple mundanity life experience ordinary
Another Year,Comedy Drama jealousy cooking garden funeral season loneliness unrequited-love red-wine Mike Leigh praise 2010 tragicomical drama year content couple approach retirement visit friend family happy life
8 Women,Comedy Thriller Music Crime Mystery upper-class women father-murder daughter maid father-figure murder-hunt woman gather celebrate Christmas snowbound cottage find family patriarch dead knife trap house woman suspect motive secret
Showdown in Little Tokyo,Action Thriller yakuza los-angeles samurai-sword American japanese upbringing Chris Kenner police officer assign Little Tokyo section Los Angeles Kenner partner Johnny Murata Japanese American touch root despite difference man excel martial art utilize formidable skill Yoshida vicious yakuza drug dealer tie Kenner past
Clay Pigeons,Comedy Crime Drama Thriller small-town fbi widow murder independent-film serial-killer clay young man small town witness friend Earl kill ongoing affair Clay man wife Amanda feel guilty Clay resist widow press continue sexual affair Clay inadvertently befriend serial killer Lester Long murder widow attempt help fishing buddy
It's Kind of a Funny Story,Comedy Drama suicide depression independent-film coming-of-age teen-movie teenager psychiatric-ward woman-director based-on-young-adult-novel clinically depressed teenager new start check adult psychiatric ward
Made in Dagenham,Comedy Drama History machinist aftercreditsstinger duringcreditsstinger equal-pay discrimination government-minister sewing-machine dramatization 1968 strike Ford Dagenham car plant female worker walk protest sexual discrimination
When Did You Last See Your Father?,Drama father-son-relationship memory hospital confrontation family illness old-girlfriend story son conflicting memory die father
Prefontaine,Drama Romance oregon olympic-games sport runner true life story legendary track star Steve Prefontaine exciting controversial James Dean Track spirit capture heart nation Cocky charismatic tough pre run rebel defy rule push limit smash record
The Wicked Lady,Drama Adventure highwayman Caroline d Sir Ralph invite sister Barbara bridesmaid Barbara seduce Ralph new Lady despite new wealthy situation bored turn highway robbery thrill road meet famous highwayman continue team people begin suspect identity risk death continue nefarious activity
The Secret of Kells,Animation Family Fantasy barbarian underwater trapped sea-monster woman-director adventure await 12 year old Brendan fight Vikings serpent god find crystal complete legendary Book Kells order finish Brother Aiden book Brendan overcome deep fear secret quest abbey wall enchanted forest dangerous mythical creature hide Brendan succeed quest
Begin Again,Comedy Music Romance Drama Gretta celebrity boyfriend break long term relationship leave singer find success help record producer Dan hip hop celebrity Trouble Gum Gretta strive fulfil musical ambition
Down in the Valley,Drama Romance indian-territory beach stetson san-fernando-valley strange-person trip beach teenage girl Tobe meet charismatic stranger Harlan dress like cowboy claim ranch hand pair feel instant attraction begin relationship father lawman suspicious lover
Brooklyn Rules,Drama Action Thriller Brooklyn 1985 mob world backdrop life long friend struggle question love loss loyalty
Restless,TV-Movie Romance Drama spy war british-secret-service young woman find mother work spy British Secret Service World War II run
The Singing Detective,Comedy Music Mystery Crime hospital bed writer suffering skin disease hallucinate musical number paranoid plot
The Land Girls,Drama Romance War World War II organisation Women Land Army recruit woman work british farm man war land girl different social background quiet Stella young hairdresser Prue Cambridge graduate Ag good friend spite different background
